"Loci","Gene","XGB Score","Training_Score","LocusGene(s)","AvgScore_Per_Locus","SD_Per_Locus","Upper_SD_Threshold","direct_PPI_count","secondary_PPI_count","Avg_TopGene_Diff_Per_Locus","Variance_Per_Locus","IQR_Per_Locus","rsID_LEAD_SNP","minTRAIT","Median_Pvalue","Gene_type"
517,"TCIRG1",0.833671987056732,NA,"CHKA, TCIRG1",0.801193177700043,0.0459319726819604,0.847125150382003,0,1,0.0649576187133789,0.00210974611445636,0.0324788093566895,"rs36027301","SBP",2.99e-10,"protein_coding"
518,"SBF2",0.822657406330109,0.75,"SBF2, SWAP70",0.722553491592407,0.141568313868697,0.864121805461105,0,0,0.200207829475403,0.020041587491626,0.100103914737701,"rs75248620, rs74887568","PP, DBP,SBP",1.715e-27,"protein_coding"
519,"MED13L",0.763631880283356,NA,"MED13L",0.763631880283356,NA,NA,0,2,NA,NA,0,"rs56295994, rs11615689","PP",2.81e-09,"protein_coding"
520,"C12orf54",0.349148482084274,NA,"ANP32D, C12orf54, OR8T1P",0.190976525346438,0.137148148999534,0.328124674345972,0,5,0.237257935106754,0.0188096147739985,0.122014187276363,"rs11458","PP",2.87e-05,"protein_coding"
521,"TENC1",0.671054542064667,NA,"TENC1",0.671054542064667,NA,NA,1,10,NA,NA,0,"rs73099903, rs12814447, rs11170386, rs2364153, rs7134440","SBP,DBP",1.58e-17,"protein_coding"
522,"GDF11",0.870305061340332,NA,"GDF11, SARNP",0.827748209238053,0.0601844774149496,0.887932686653002,0,2,0.085113704204559,0.00362217132171058,0.0425568521022796,NA,"",NA,"protein_coding"
523,"PRIM1",0.878768861293793,NA,"ATP5B, HSD17B6, NACA, PRIM1, PTGES3",0.577689981460571,0.224581479628531,0.802271461089102,0,4,0.376348599791527,0.0504368409921401,0.285235196352005,"rs2958132","DBP",2.08e-13,"protein_coding"
524,"RNASEH2B",0.914558053016663,NA,"DLEU1, DLEU2, RNASEH2B, RNASEH2B-AS1",0.534549247473479,0.285857496096904,0.820406743570382,0,3,0.506678407390913,0.0817145080747912,0.196265731006861,"rs9526707","DBP, SBP",4.9e-10,"protein_coding"
525,"MYH7",0.74884033203125,0.75,"EFS, IL25, MYH6, MYH7, SLC22A17",0.641909450292587,0.274489697000765,0.916399147293352,0,5,0.232149921357632,0.0753445937595718,0.116573512554169,"rs7151241","PP",0.3172,"protein_coding"
526,"BRMS1L",0.77995091676712,NA,"BRMS1L, NFKBIA, RALGAPA1",0.746737202008565,0.0313875632849834,0.778124765293549,0,4,0.049820572137832,0.000985179128968835,0.0311915278434751,NA,"PP",2.28e-12,"protein_coding"
527,"FERMT2",0.77561753988266,NA,"FERMT2",0.77561753988266,NA,NA,1,7,NA,NA,0,"rs12147852, rs12887631, rs9888615, rs35413927","SBP",2.34e-17,"protein_coding"
528,"LINC00521",0.205401092767715,NA,"LINC00521",0.205401092767715,NA,NA,0,0,NA,NA,0,"rs8013933","PP",3.715e-11,"processed_transcript"
529,"FBXO22",0.818762719631195,NA,"FBXO22, NRG4, UBE2Q2",0.696372995773951,0.194134181846552,0.890507177620503,0,5,0.183584585785866,0.0376880805612302,0.17311517894268,NA,"SBP",4.72e-05,"protein_coding"
530,"AKAP13",0.755473792552948,NA,"AKAP13",0.755473792552948,NA,NA,0,24,NA,NA,0,"rs8024518, rs7166269, rs2061821, rs2061822, rs2061824, rs4075256, rs4075254, rs4843074, rs4843075, rs7162168, rs12909648","SBP, PP,DBP",7.57e-10,"protein_coding"
531,"CMIP",0.7714022397995,NA,"CMIP",0.7714022397995,NA,NA,0,1,NA,NA,0,"rs10493891, rs8059962, rs12929303","DBP, SBP",9.82e-16,"protein_coding"
532,"DPEP1",0.769216239452362,0.75,"DPEP1",0.769216239452362,NA,NA,0,1,NA,NA,0,"rs258341, rs1126464","DBP",1.89e-23,"protein_coding"
533,"SKA2",0.650642096996307,NA,"SKA2",0.650642096996307,NA,NA,0,0,NA,NA,0,NA,"DBP",8.32e-09,"protein_coding"
534,"VMP1",0.788250982761383,NA,"SKA2, TUBD1, VMP1",0.767189164956411,0.10757381702007,0.87476298197648,0,5,0.143227875232697,0.0115721261082674,0.106016159057617,"rs2645466","PP",6.71e-10,"protein_coding"
535,"ACE",0.971859872341156,1,"ACE, MRC2",0.862053513526917,0.155289641869904,1.01734315539682,2,15,0.219612717628479,0.024114872872083,0.10980635881424,"rs4291, rs4308","DBP",6.525e-23,"protein_coding"
536,"ZNF516",0.804067313671112,NA,"ZNF516",0.804067313671112,NA,NA,0,0,NA,NA,0,"rs1047922","PP",7.635e-12,"protein_coding"
537,"QTRT1",0.785592496395111,NA,"DNM2, QTRT1",0.782698452472687,0.00409279616519543,0.786791248637882,0,2,0.00578808784484797,1.67509804498384e-05,0.00289404392242387,NA,"PP",5.528e-06,"protein_coding"
538,"LTBP4",0.800465226173401,NA,"B9D2, LTBP4, PLD3, SHKBP1, SPTBN4, TGFB1, TMEM91",0.700666453157152,0.169766763351928,0.87043321650908,1,0,0.1958456436793,0.0288207539389894,0.246894121170044,"rs11083560, rs34093919","PP, DBP",1.39e-12,"protein_coding"
538,"TGFB1",0.86853414773941,1,"B9D2, LTBP4, PLD3, SHKBP1, SPTBN4, TGFB1, TMEM91",0.700666453157152,0.169766763351928,0.87043321650908,0,74,0.1958456436793,0.0288207539389894,0.246894121170044,"rs1800470","PP",1.76e-12,"protein_coding"
539,"APOE",0.910337328910828,1,"APOE, MARK4",0.848965823650361,0.0867924150826049,0.935758238732965,2,38,0.122743010520935,0.00753292331587117,0.0613715052604674,"rs769449, rs7412","PP",5.73e-22,"protein_coding"
540,"SNRNP70",0.680463433265686,NA,"FUT2, MAMSTR, SNRNP70",0.533627013365428,0.24472685436427,0.778353867729697,0,16,0.220254629850388,0.0598912332470304,0.214674592018128,"rs73046792","SBP",7.23e-17,"protein_coding"
541,"SPIB",0.650005877017975,NA,"MYBPC2, SPIB",0.615386456251144,0.0489592543699525,0.664345710621097,0,8,0.069238841533661,0.00239700858846171,0.0346194207668306,NA,"SBP",1.48e-05,"protein_coding"
542,"TFCP2L1",0.729477107524872,NA,"TFCP2L1",0.729477107524872,NA,NA,0,0,NA,NA,0,"rs750416, rs6723509","SBP",5.92e-08,"protein_coding"
543,"ORC4",0.874639093875885,NA,"ACVR2A, MBD5, ORC4",0.812361617883047,0.0576889434942264,0.870050561377273,1,13,0.0934162139892575,0.00332801420148004,0.0569446980953215,"rs2307394","DBP",6.46e-11,"protein_coding"
544,"WIPF1",0.811000227928162,NA,"OLA1, WIPF1",0.74928081035614,0.0872844373921211,0.836565247748262,0,6,0.123438835144043,0.00761857301085911,0.0617194175720215,"rs72914576","PP",2.72e-15,"protein_coding"
545,"CPS1",0.874481081962585,NA,"CPS1",0.874481081962585,NA,NA,1,12,NA,NA,0,"rs1047891","SBP",5.41e-14,"protein_coding"
546,"STK25",0.822316408157349,NA,"FARP2, HDLBP, STK25",0.771481891473135,0.0917622228695186,0.863244114342653,0,6,0.0826422274112705,0.0084203055459552,0.0805120766162875,"rs1995496","PP",5.75e-10,"protein_coding"
547,"CDC42EP3",0.813900887966156,NA,"CDC42EP3, PRKD3",0.786824643611908,0.0382915919839055,0.825116235595813,0,1,0.054152488708496,0.00146624601666189,0.0270762443542479,"rs3731851","DBP, SBP",2.595e-08,"protein_coding"
548,"SLC8A1",0.855210900306702,NA,"SLC8A1",0.855210900306702,NA,NA,0,9,NA,NA,0,"rs4952611, rs6544325, rs10165271","DBP",1.129e-14,"protein_coding"
549,"ARID5A",0.748116850852966,NA,"ARID5A, FER1L5, KANSL3, NEURL3",0.587991334497929,0.264718659173964,0.852709993671892,0,2,0.240010291337967,0.0700759685148613,0.22656961530447,NA,"DBP",2.24e-17,"protein_coding"
549,"KANSL3",0.767999053001404,NA,"ARID5A, FER1L5, KANSL3, NEURL3",0.587991334497929,0.264718659173964,0.852709993671892,0,2,0.240010291337967,0.0700759685148613,0.22656961530447,NA,"DBP",2.67e-17,"protein_coding"
550,"NRIP1",0.806694388389587,0.75,"NRIP1",0.806694388389587,NA,NA,0,12,NA,NA,0,"rs1297211, rs1056930, rs2229742, rs13050325","SBP",1.620935e-09,"protein_coding"
551,"COL6A1",0.714781641960144,NA,"COL6A1",0.714781641960144,NA,NA,0,5,NA,NA,0,"rs35796750, rs71336107","PP",1.11e-07,"protein_coding"
552,"GATA2",0.822629272937775,0.75,"GATA2",0.822629272937775,NA,NA,0,15,NA,NA,0,"rs62270945, rs55914222","PP",2.7235e-16,"protein_coding"
553,"RYK",0.640228450298309,NA,"RYK",0.640228450298309,NA,NA,0,17,NA,NA,0,"rs75305034","DBP,SBP",5.515e-23,"protein_coding"
554,"MME",0.882483899593353,1,"MME",0.882483899593353,NA,NA,3,38,NA,NA,0,"rs61762319","SBP",4.259e-07,"protein_coding"
555,"YEATS2",0.78244936466217,NA,"YEATS2",0.78244936466217,NA,NA,0,1,NA,NA,0,"rs262986, rs262993","SBP",7.67e-15,"protein_coding"
556,"TMEM44",0.65039587020874,NA,"TMEM44, TMEM44-AS1",0.509974703192711,0.198585518838326,0.708560222031037,0,0,0.280842334032058,0.039436208292287,0.140421167016029,NA,"DBP",7.17e-11,"protein_coding"
557,"ULK4",0.791357815265656,NA,"CTNNB1, ULK4",0.747603952884675,0.06187730558539,0.809481258470064,0,0,0.087507724761963,0.00382880094650774,0.0437538623809816,"rs6768542, rs149240564, rs9816560, rs3774372, rs9815354, rs1716653","DBP, PP",1.54e-73,"protein_coding"
558,"LAMB2",0.841152906417847,NA,"ARIH2, CCDC36, DALRD3, LAMB2, QRICH1, USP4",0.688296516736349,0.20829048159901,0.896586998335359,1,13,0.185839581489563,0.0433849247247475,0.186210080981255,NA,"SBP",4.345e-08,"protein_coding"
559,"NPNT",0.697662651538849,NA,"NPNT",0.697662651538849,NA,NA,0,0,NA,NA,0,"rs56388530, rs13112725","SBP",4.825e-31,"protein_coding"
560,"ENPEP",0.868518233299255,NA,"ENPEP, ZBED1P1",0.556954756379128,0.440617294600561,0.997572050979689,1,2,0.623126953840255,0.194143600301118,0.311563476920128,"rs6533515, rs6825911, rs4358460, rs33966350","DBP",4.745e-22,"protein_coding"
561,"EDNRA",0.823204636573792,1,"EDNRA",0.823204636573792,NA,NA,1,19,NA,NA,0,"rs1568137, rs10305838, rs6855875, rs13143677","PP, DBP, SBP",5.5e-18,"protein_coding"
562,"GUCY1A3",0.809847235679627,1,"GUCY1A3, GUCY1B3",0.799855321645737,0.0141307003407933,0.81398602198653,1,9,0.01998382806778,0.000199676692121296,0.00999191403388999,"rs13139571","DBP",8.795e-27,"protein_coding"
562,"GUCY1B3",0.789863407611847,1,"GUCY1A3, GUCY1B3",0.799855321645737,0.0141307003407933,0.81398602198653,1,13,0.01998382806778,0.000199676692121296,0.00999191403388999,NA,"DBP",1.435e-26,"protein_coding"
563,"IGFBP7",0.759097099304199,NA,"IGFBP7",0.759097099304199,NA,NA,1,2,NA,NA,0,"rs1718845","DBP",2.6515e-06,"protein_coding"
564,"CSNK1G3",0.742730259895325,NA,"CSNK1G3, KRT18P16",0.52590848505497,0.306632294597036,0.832540779652006,0,2,0.43364354968071,0.0940233640898432,0.216821774840355,"rs4530754, rs200741311, rs1579036","PP,DBP",2.2e-11,"protein_coding"
565,"MARK2P11",0.102194614708424,NA,"MARK2P11",0.102194614708424,NA,NA,0,0,NA,NA,0,NA,"",NA,"pseudogene"
566,"FOXO3",0.603955268859863,NA,"FOXO3",0.603955268859863,NA,NA,1,35,NA,NA,0,"rs2153960, rs3800229","SBP,PP",1.84e-11,"protein_coding"
567,"EDN1",0.929396092891693,1,"EDN1",0.929396092891693,NA,NA,2,7,NA,NA,0,"rs1630736, rs5370","PP",3.58e-09,"protein_coding"
568,"HIVEP2",0.763631880283356,NA,"HIVEP2",0.763631880283356,NA,NA,0,1,NA,NA,0,"rs6570530, rs13195550, rs7758383","SBP, DBP, PP",7.945e-11,"protein_coding"
569,"HLA-B",0.548759996891022,0.75,"HLA-B",0.548759996891022,NA,NA,1,7,NA,NA,0,"rs1050518","",NA,"protein_coding"
570,"PPIL1",0.868442058563232,NA,"C6orf89, CDKN1A, PPIL1",0.716040869553884,0.132002127259394,0.848042996813277,0,6,0.228601783514022,0.0174245616010052,0.115415543317794,"rs236349","PP",6.9595e-09,"protein_coding"
571,"KCNK5",0.820906341075897,NA,"KCNK5",0.820906341075897,NA,NA,0,0,NA,NA,0,"rs2561396, rs9471008, rs4714224","DBP,SBP, PP",5.789e-11,"protein_coding"
572,"PKHD1",0.86782443523407,NA,"PKHD1",0.86782443523407,NA,NA,0,0,NA,NA,0,"rs9463706, rs9474077, rs13205180, rs9296668","DBP,SBP",1.465e-11,"protein_coding"
573,"DSP",0.86234986782074,1,"DSP",0.86234986782074,NA,NA,0,53,NA,NA,0,NA,"PP",2.12e-11,"protein_coding"
574,"ZC3HC1",0.890890836715698,NA,"ZC3HC1",0.890890836715698,NA,NA,0,8,NA,NA,0,"rs11556924","DBP",1.0815e-22,"protein_coding"
575,"CCM2",0.638941168785095,NA,"CCM2",0.638941168785095,NA,NA,0,0,NA,NA,0,"rs73105827, rs2107732","DBP",2.18e-09,"protein_coding"
576,"IGFBP3",0.764483690261841,0.75,"IGFBP3",0.764483690261841,NA,NA,0,10,NA,NA,0,NA,"PP",1.24e-79,"protein_coding"
577,"LIMK1",0.784833908081055,0.75,"LIMK1",0.784833908081055,NA,NA,1,10,NA,NA,0,NA,"PP",9.1e-10,"protein_coding"
578,"MSRA",0.860540091991425,NA,"MSRA",0.860540091991425,NA,NA,0,2,NA,NA,0,"rs9650650, rs2001337, rs1986971, rs7005363","SBP",1.16e-23,"protein_coding"
579,"NCALD",0.839933812618256,NA,"NCALD",0.839933812618256,NA,NA,0,3,NA,NA,0,"rs142449193","SBP",7.86e-10,"protein_coding"
580,"ZFPM2",0.85849130153656,NA,"ZFPM2",0.85849130153656,NA,NA,0,3,NA,NA,0,"rs17282623","SBP",NA,"protein_coding"
581,"ZFAT",0.684648156166077,NA,"ZFAT",0.684648156166077,NA,NA,0,0,NA,NA,0,"rs112070444, rs894344, rs112892337, rs716100","SBP,DBP",1.59e-13,"protein_coding"
582,"PLEC",0.706472396850586,NA,"PLEC",0.706472396850586,NA,NA,0,18,NA,NA,0,"rs113513807","DBP",8.35e-09,"protein_coding"
583,"SLC25A37",0.659140706062317,NA,"SLC25A37",0.659140706062317,NA,NA,0,0,NA,NA,0,"rs11785562, rs7842120, rs62503324","PP, DBP",1.37e-22,"protein_coding"
584,"SLC20A2",0.824818968772888,NA,"SLC20A2",0.824818968772888,NA,NA,0,1,NA,NA,0,"rs2978456","PP",6.30257e-14,"protein_coding"
585,"ZBTB10",0.737698972225189,NA,"ZBTB10",0.737698972225189,NA,NA,0,0,NA,NA,0,"rs76767219","SBP, DBP",6.94e-10,"protein_coding"
586,"OSGIN2",0.781917095184326,0.75,"OSGIN2",0.781917095184326,NA,NA,0,0,NA,NA,0,"rs2142141","DBP",4.98e-09,"protein_coding"
587,"COL15A1",0.977636456489563,NA,"COL15A1",0.977636456489563,NA,NA,0,0,NA,NA,0,"rs10988442, rs2075662, rs2075663, rs2075665, rs2297603","PP",1.13e-16,"protein_coding"
588,"ASTN2",0.626013100147247,NA,"ASTN2",0.626013100147247,NA,NA,0,0,NA,NA,0,"rs1861881, rs6478246","DBP",6.49e-10,"protein_coding"
589,"CASZ1",0.82802939414978,NA,"CASZ1",0.82802939414978,NA,NA,0,0,NA,NA,0,"rs729104, rs17035646, rs880315, rs682178","PP, SBP",7.750685e-52,"protein_coding"
590,"CAPZA1",0.755509376525879,NA,"CAPZA1, MOV10, RHOC, SLC16A1, SLC16A1-AS1, ST7L, WNT2B",0.672896538461958,0.151329805161063,0.824226343623021,0,12,0.143030742804209,0.0229007099300854,0.131374508142472,"rs17030613","DBP",3.72e-35,"protein_coding"
591,"MTHFR",0.851014733314514,0.75,"C1orf167, CLCN6, MTHFR, NPPA, NPPA-AS1, NPPB",0.712403399248918,0.276723267179787,0.989126666428705,0,1,0.229482886195183,0.0765757665986557,0.207909345626831,"rs4846049, rs41394446, rs17037390, rs17367504","DBP, SBP",4.9565e-101,"protein_coding"
591,"CLCN6",0.893655240535736,1,"C1orf167, CLCN6, MTHFR, NPPA, NPPA-AS1, NPPB",0.712403399248918,0.276723267179787,0.989126666428705,0,2,0.229482886195183,0.0765757665986557,0.207909345626831,"rs17376328, rs55892892, rs2272803","DBP, SBP",3.22e-106,"protein_coding"
591,"NPPA",0.903639137744904,1,"C1orf167, CLCN6, MTHFR, NPPA, NPPA-AS1, NPPB",0.712403399248918,0.276723267179787,0.989126666428705,3,13,0.229482886195183,0.0765757665986557,0.207909345626831,"rs61764044, rs5068, rs5066, rs12744757, rs202102042, rs41300100","DBP, SBP",0.0002707,"protein_coding"
591,"NPPB",0.810883283615112,1,"C1orf167, CLCN6, MTHFR, NPPA, NPPA-AS1, NPPB",0.712403399248918,0.276723267179787,0.989126666428705,2,8,0.229482886195183,0.0765757665986557,0.207909345626831,NA,"",NA,"protein_coding"
592,"NPR1",0.979932904243469,1,"HAX1, NPR1, S100A2, S100A3, S100A4, S100A5, UBAP2L",0.672991418412754,0.290593741762381,0.963585160175134,2,8,0.358098400135835,0.0844447227514613,0.26382826268673,"rs35479618, rs116245325","",NA,"protein_coding"
593,"SEMA4A",0.613363683223724,NA,"SEMA4A",0.613363683223724,NA,NA,0,0,NA,NA,0,"rs76719272","SBP",2.97e-09,"protein_coding"
594,"DVL1",0.832821190357208,NA,"ACAP3, AURKAIP1, CCNL2, CPSF3L, DVL1, GLTPD1, MRPL20, MXRA8",0.673193290829659,0.128253262376528,0.801446553206186,0,18,0.197599462100438,0.0164488993102224,0.113921627402305,"rs307359","PP",6.34e-14,"protein_coding"
595,"PBX1",0.808587491512299,NA,"PBX1",0.808587491512299,NA,NA,1,9,NA,NA,0,"rs2171690","DBP",1.19e-11,"protein_coding"
596,"NAV1",0.752154529094696,NA,"NAV1",0.752154529094696,NA,NA,0,4,NA,NA,0,"rs474226, rs12037669, rs882624, rs650720","PP, DBP",8.66e-15,"protein_coding"
597,"MDM4",0.772897005081177,NA,"MDM4, PIK3C2B, SOX13",0.756929556528727,0.022111765774722,0.779041322303449,0,31,0.0239511728286745,0.000488930185676167,0.020602732896805,"rs2169137, rs4245739","DBP",3.29e-15,"protein_coding"
598,"GNB1",0.714748084545136,NA,"CALML6, GNB1, NADK, SKI, SLC35E2",0.702641350030899,0.139514269684083,0.842155619714983,2,32,0.10808939486742,0.0194642314454831,0.0632787346839899,NA,"SBP",1.87e-25,"protein_coding"
599,"AGT",0.974503457546234,1,"AGT, COG2",0.952994763851166,0.0304178863324946,0.98341265018366,3,24,0.0430173873901371,0.000925247808936561,0.0215086936950685,"rs2478524, rs1805090, rs699, rs2004776, rs3889728","DBP",1.585e-37,"protein_coding"
600,"NUDC",0.781872749328613,NA,"AHDC1, C1orf172, CD164L2, FAM46B, FCN3, FGR, GPR3, NUDC, WASF2",0.618842891520924,0.20923823297796,0.828081124498884,1,10,0.18340859003365,0.0437806381397391,0.162202835083008,NA,"DBP,SBP",3.87e-11,"protein_coding"
601,"HIVEP3",0.564695060253143,NA,"CCDC30, HIVEP3, HNRNPFP1, PPCS, RIMKLA, TMSB4XP1, ZMYND12",0.511829181441239,0.204209202614282,0.716038384055521,0,1,0.192445386201144,0.0417013984323609,0.206110805273056,"rs7515635","SBP",3.315e-17,"protein_coding"
601,"PPCS",0.676782369613648,NA,"CCDC30, HIVEP3, HNRNPFP1, PPCS, RIMKLA, TMSB4XP1, ZMYND12",0.511829181441239,0.204209202614282,0.716038384055521,0,1,0.192445386201144,0.0417013984323609,0.206110805273056,NA,"PP",5.96e-13,"protein_coding"
602,"SGIP1",0.757997572422028,NA,"SGIP1",0.757997572422028,NA,NA,0,1,NA,NA,0,"rs7547570, rs6662330, rs20354","PP,SBP",1.25e-11,"protein_coding"
603,"PKD2L1",0.853648722171783,1,"PKD2L1",0.853648722171783,NA,NA,0,6,NA,NA,0,"rs603424","DBP",1.24e-14,"protein_coding"
604,"TAF5",0.781207919120789,NA,"AS3MT, C10orf32, C10orf32-ASMT, CNNM2, CYP17A1, NT5C2, PDCD11, PFN1P11, ST13P13, TAF5, USMG5",0.542855804616755,0.253704326039815,0.79656013065657,0,4,0.262187325954438,0.0643658850513169,0.267368748784065,NA,"DBP",3.38e-15,"protein_coding"
605,"SORCS3",0.667560458183289,NA,"SORCS3",0.667560458183289,NA,NA,0,4,NA,NA,0,"rs111790405, rs181200083, rs540369678, rs191784289","DBP,SBP",9.46e-17,"protein_coding"
606,"TCF7L2",0.76621812582016,0.75,"TCF7L2",0.76621812582016,NA,NA,1,21,NA,NA,0,"rs34872471, rs11196205, rs1028629","PP",8.28e-19,"protein_coding"
607,"INPP5A",0.782558441162109,NA,"INPP5A",0.782558441162109,NA,NA,0,2,NA,NA,0,"rs12412313, rs1133400, rs12770172","SBP",5.96e-09,"protein_coding"
608,"CACNB2",0.963296592235565,1,"CACNB2, SLC39A12",0.786250501871109,0.250380982158546,1.03663148402966,1,6,0.354092180728912,0.0626906362266782,0.177046090364456,"rs12570727, rs150534429, rs10764331, rs543066805, rs1779228, rs2489204, rs11013910, rs1813353, rs11014166, rs7923191, rs7917206, rs12258967","DBP, PP,SBP",1.73e-35,"protein_coding"
609,"PLXDC2",0.614847302436829,NA,"MALRD1, PLXDC2",0.467386528849602,0.208541025925085,0.675927554774687,0,2,0.294921547174454,0.0434893594938868,0.147460773587227,"rs61841505, rs72795925, rs138765972","DBP, PP",8.685e-11,"protein_coding"
610,"KIAA1462",0.436846911907196,NA,"KIAA1462",0.436846911907196,NA,NA,0,0,NA,NA,0,"rs9337951, rs2478835","PP",4.24e-30,"protein_coding"
611,"GDF2",0.741333186626434,0.75,"GDF2",0.741333186626434,NA,NA,0,2,NA,NA,0,"rs34130368","DBP",8.77e-13,"protein_coding"
612,"SGMS1",0.793511152267456,NA,"SGMS1",0.793511152267456,NA,NA,0,0,NA,NA,0,"rs1436206","PP",0.001547,"protein_coding"
613,"GDI2",0.763607025146484,NA,"ASB13, FAM208B, GDI2",0.590533147255579,0.160576200598918,0.751109347854497,0,6,0.259610816836357,0.0257847161987839,0.158609881997108,NA,"SBP",1.15e-05,"protein_coding"
614,"TET1",0.378709971904755,NA,"TET1",0.378709971904755,NA,NA,0,0,NA,NA,0,"rs12773594, rs2298117, rs10998362","DBP,PP",2.13e-09,"protein_coding"
615,"PTEN",0.790813505649567,0.75,"KLLN, PTEN",0.600832954049111,0.268673072660487,0.869506026709598,0,51,0.379961103200913,0.0721852199728274,0.189980551600456,"rs77413490","SBP",8.685e-09,"protein_coding"
616,"HELLS",0.718242764472961,NA,"CTBP2P2, CYP2C18, CYP2C19, HELLS, NOC3L, PLCE1, TBC1D12",0.708464461777891,0.276726457591539,0.98519091936943,0,7,0.205046741912763,0.0765775323311616,0.154389470815659,NA,"DBP",3.84e-26,"protein_coding"
617,"PGR",0.864943146705627,1,"ARHGAP42, PGR",0.74080953001976,0.175551444263576,0.916360974283336,1,76,0.248267233371734,0.0308183095830275,0.124133616685867,"rs618032","PP",NA,"protein_coding"
618,"CEP164",0.862656474113464,NA,"CEP164, PCSK7, SIDT2, SIK3, TAGLN",0.738682699203491,0.0894900351090533,0.828172734312544,0,2,0.154967218637466,0.0080084663838196,0.04430615901947,"rs1261744, rs573455, rs8258","PP",3.09e-16,"protein_coding"
619,"SYT8",0.771225571632385,NA,"H19, LSP1, MRPL23-AS1, SYT8",0.460446555167437,0.229228830434387,0.689675385601824,0,0,0.414372021953264,0.0525458567023172,0.156786095350981,NA,"DBP",1.29e-10,"protein_coding"
620,"CSRP3",0.721520304679871,NA,"CSRP3",0.721520304679871,NA,NA,0,3,NA,NA,0,"rs10766533","SBP",4.69e-10,"protein_coding"
621,"OR51E1",0.58549290895462,NA,"OR51E1",0.58549290895462,NA,NA,0,0,NA,NA,0,"rs17224476","DBP",1.1035e-08,"protein_coding"
622,"OR5D16",0.182725802063942,NA,"OR5D14, OR5D16, OR5L2, OR8I1P",0.125088287517429,0.0385130740014602,0.163601361518889,0,0,0.0768500193953513,0.00148325686904195,0.0201327968388795,NA,"SBP",7.34e-19,"protein_coding"
623,"LRRC10B",0.342112392187119,NA,"LRRC10B",0.342112392187119,NA,NA,0,0,NA,NA,0,"rs751984","DBP",1.405e-41,"protein_coding"
624,"PLCB3",0.791913688182831,NA,"AP000721.4, NAA40, PLCB3",0.46498387803634,0.378033943858242,0.843017821894582,1,9,0.490394715219736,0.142909662709017,0.37044445052743,"rs2302263, rs117874826, rs145502455","SBP",1.07e-09,"protein_coding"
625,"CCND1",0.811291515827179,1,"CCND1, MYEOV",0.550098225474357,0.369383093617814,0.919481319092171,2,135,0.522386580705643,0.136443869850667,0.261193290352821,"rs586459, rs3212891","DBP,SBP",1.17e-07,"protein_coding"
626,"ST5",0.788513958454132,NA,"LMO1, ST5",0.59752057492733,0.270105433307129,0.867626008234459,0,2,0.381986767053604,0.0729569451020321,0.190993383526802,"rs11042052, rs10743086","DBP",2.39e-09,"protein_coding"
627,"CD151",0.844249308109283,NA,"CD151, EFCAB4A, EPS8L2, PDDC1, PIDD, SLC25A22, TALDO1",0.601314089127949,0.230304356366492,0.831618445494442,0,1,0.283424422144889,0.0530400965613841,0.332327246665954,NA,"PP",4.37e-10,"protein_coding"
628,"NOX4",0.915732383728027,NA,"NOX4",0.915732383728027,NA,NA,0,1,NA,NA,0,"rs139341533, rs540659338, rs494144, rs595518, rs2289125","PP",1.52e-47,"protein_coding"
629,"MTNR1B",0.732302188873291,0.75,"MTNR1B, SNRPGP16",0.417248401790858,0.445553338568983,0.86280174035984,0,0,0.630107574164867,0.198517777509967,0.315053787082434,"rs10830963","PP",7.14e-09,"protein_coding"
630,"RAD52",0.886918187141419,1,"RAD52",0.886918187141419,NA,NA,0,28,NA,NA,0,"rs10849594, rs11571376","SBP",2.325e-06,"protein_coding"
631,"HECTD4",0.726462244987488,NA,"HECTD4",0.726462244987488,NA,NA,0,0,NA,NA,0,"rs11066280","DBP",NA,"protein_coding"
632,"FBRSL1",0.678611159324646,NA,"FBRSL1",0.678611159324646,NA,NA,0,2,NA,NA,0,"rs12423664, rs117206641","SBP",2.66e-10,"protein_coding"
633,"AEBP2",0.78211259841919,NA,"AEBP2",0.78211259841919,NA,NA,0,1,NA,NA,0,"rs61912333, rs11044662","DBP",1.92e-11,"protein_coding"
634,"PDE3A",0.830908954143524,0.75,"PDE3A",0.830908954143524,NA,NA,0,5,NA,NA,0,"rs11045235, rs7488780, rs4762755, rs10841534, rs4762758, rs73080726, rs141325069, rs73080767","SBP, PP, DBP",3.09e-10,"protein_coding"
635,"SSPN",0.641009151935577,NA,"SSPN",0.641009151935577,NA,NA,0,0,NA,NA,0,"rs6487543","DBP",4.21e-10,"protein_coding"
636,"HDAC7",0.776127755641937,NA,"DKFZP779L1853, H1FNT, HDAC7, OR10AD1, VDR, ZNF641",0.544260405004025,0.231873840056115,0.776134245060139,1,47,0.278240820765495,0.0537654777023686,0.312166772782803,"rs11168245, rs61917655","DBP, SBP",4.18e-16,"protein_coding"
637,"PRKAG1",0.840530335903168,NA,"CCDC65, OR5BS1P, OR8S1, PRKAG1",0.386462369933725,0.339548835998305,0.726011205932029,0,5,0.605423954625924,0.115293412027804,0.408275892958045,"rs1126930","SBP",9.48e-14,"protein_coding"
638,"CALCOCO1",0.798635482788086,NA,"CALCOCO1, HOXC4",0.726759225130081,0.101648378392574,0.828407603522655,1,5,0.14375251531601,0.0103323928298399,0.0718762576580051,"rs78731604","",NA,"protein_coding"
