Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
AKT2	0.024	NA	NA	NA	38	-0.4952	8.698970004	41.2999	35.8795	32.7289	37.3416	35.0158	36.297	44.4823	12.5824	13.8341	14.6114	78.846	90.0564	20.2746	16.2215	12.8962	14.0055	16.6586	12.8291	16.2214	12.0198	39.2631	40.4128	46.2769	59.2532	68.2512	43.4462	27.1977	37.9559	32.6022	36.2099	63.1979	19.7588	15.5553	23.8201	43.5088	28.1895	34.6338	27.0545	38.335	47.0142	67.465	15.0371	53.6259	48.7415	35.7119	35.929	30.4688	36.9449	21.1153	43.5993	92.6826	58.0617	45.3552	20.4847	0.040742	0.503711958	0	0	0	0.503711958	2	5	3	NA	NA	-0.65	NA	0	0.00788395	0.0165289	0.0140326	0.014	2	47	24	8.7600131	179	9.28198	25	11.9107	39	10.6412	0.997816207	3	55219	NA	NA	17.52078	1	0.831385493	0	0	12.77495276	NA	NA	NA	0.956	0.997388196	1.663124	0.76308	0.38681	0.89255	0.95025	0.96193	0.97368	0.869	0.93635	0.92422	0.643	0.42887	probable
AL031666.2	NA	NA	NA	NA	104	0.3519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	6	13.87176	3	8.46183	3	57.5866	0.15946756	NA	2221	NA	NA	264.70005	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	0.334071	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.625	NA	least likely
AL160274.1	NA	NA	NA	NA	98	0.2755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	9.755545	NA	NA	NA	NA	NA	NA	206	NA	NA	722.18127	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.183	NA	least likely
AL354808.2	NA	NA	NA	NA	465	-0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	12.9831	NA	NA	2	3.99627	NA	NA	693	NA	NA	611.7661	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL354993.1	NA	NA	NA	NA	48	0.4095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	669	NA	NA	21.64298	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	least likely
AL391152.1	NA	NA	NA	NA	159	-0.4258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1403	NA	NA	1286.87597	NA	NA	0	0	NA	NA	NA	NA	NA	NA	-0.530344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL445989.1	NA	NA	NA	NA	56	0.6414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172745644	NA	389	NA	NA	169.84402	NA	0.237914741	0	0	NA	NA	NA	NA	NA	NA	0.334926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL591806.1	NA	NA	NA	NA	27	0.2613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288	NA	NA	11.5284	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	NA	least likely
AMH	0.043	0.317	0	NA	122	-0.3108	7.522878745	0.616364	0.638052	0.359897	0.834095	0.752104	0.584619	0.890165	2.11553	2.87794	4.47115	17.0035	18.9822	4.6671	3.62518	1.67993	3.48458	5.24321	4.04389	1.87159	1.21791	0.801846	0.849533	0.230484	1.71081	1.08945	2.46276	1.27556	1.23252	0.767412	1.49111	1.98378	0.313994	0.178079	0.817907	1.32344	0.38622	1.34189	0.585551	1.73907	1.94846	1.46513	1.24029	13.5439	1.77446	0.813735	0.892487	1.23849	0.905018	0.534987	30.3377	1.4084	1.46433	1.34404	0.171349	NA	0.503210779	0	0	0	0.503210779	2	4	3	NA	2	NA	110	1	0.0150376	0.947368	0.00237438	0.004	1	7	8	1.70705006	32	5.80268	NA	NA	NA	NA	4.89547E-05	NA	2764	NA	NA	94.57913	NA	0.219635889	0	0	NA	NA	NA	1.791298821	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.779	NA	probable
ANGPT2	NA	NA	NA	NA	105	0.4266	14.69897	13.2743	10.8668	0.240832	5.44131	6.12791	17.7041	3.90822	1.17954	0.887074	1.77148	1.0855	1.13415	0.829194	1.03344	1.7957	2.18116	0.948713	2.03986	3.49178	2.16641	8.27208	0.198255	0.126609	4.04095	4.17625	1.94554	1.61211	2.18862	1.31186	2.48878	5.04825	2.0908	0.886207	0.533557	4.55846	0.279994	3.77373	2.03188	1.24476	3.93195	2.31821	0.207012	0.612412	3.08336	1.77748	2.49335	1.95282	0.388394	0.999528	0.837783	9.54325	3.75236	3.11955	0.0446852	0.0095716	0.502210303	0	0.363622861	0	0.502210303	NA	NA	NA	NA	NA	-0.42	208	1	0.0159774	0.0206612	0.00186244	0.004	NA	95	56	4.92982383	433	9.11674	189	11.9824	387	24.3959	0.454891016	11	63758	NA	NA	100.43917	1	0.824394882	1	2	NA	NA	NA	NA	0.911	0.979249088	1.650867	0.05652	0.74766	0.38167	0.29739	0.4577	0.13537	0.059	0.2395	0.73137	0.742	0.01635	probable
AP000867.1	NA	NA	NA	NA	14	-0.2705	7.045757491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10.6066	NA	NA	NA	NA	0.028983163	NA	25531	NA	NA	13.90583	NA	0.179693475	0	0	NA	NA	NA	NA	NA	NA	0.255455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AP002884.2	NA	NA	NA	NA	147	0.4225	21.39794001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7.76694	1	11.4871	2	8.13272	NA	NA	1129	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
APOE	0.229	0.261	0	NA	26	0.3577	1952.69897	430.409	262.706	3543.25	94.0809	207.321	24.0981	80.7918	1154.31	757.225	1593.45	629.459	748.885	604.172	624.094	611.904	954.067	1659.28	1510.33	576.817	1673.38	321.464	37.2269	2.69857	283.032	172.052	64.6581	115.864	16.2317	30.0476	13.8401	111.936	91.3071	20.6785	629.226	150.055	3181.76	271.189	63.8193	8.65174	77.5643	566.518	13.4142	103.448	35.3488	406.342	318.601	172.872	671.303	34.6731	191.285	199.905	56.0734	131.929	2.7653	NA	0.578384088	0	0.578384088	0	0.522481879	3	NA	NA	NA	NA	NA	58	1	0.132519	1	0.390267	0.343	2	9	7	25.5898132	42	8.56601	6	11.9811	6	7.30514	0.034533583	1	3639	NA	NA	1533.87452	1	0.460647643	1	1	5.000783377	NA	12.5	NA	0.025	0.973938823	0.324381	0.06382	0.15426	0.0459	0.29865	0.10386	NA	0.021	0.0102	0.46895	0.861	0.1215	most likely
AQP1	0.162	0.477	0	NA	49	0.5474	88.69897	711.403	455.422	30.4087	1545.2	819.56	475.353	338.707	29.577	26.8302	71.9297	46.0632	76.3777	16.45	13.2685	68.1125	67.4945	82.522	56.2921	127.288	178.271	462.436	5.11506	0.975289	272.792	278.779	198.048	93.8435	699.794	110.14	734.111	436.279	110.294	138.756	270.218	357.401	11.4668	951.131	190.47	57.9542	596.164	37.9799	150.779	27.6952	174.669	180.538	219.767	70.4744	26.1011	52.0215	17.3382	241.055	377.122	304.482	4.64359	0.0022297	0.557884944	0	0.557884944	0	0.508942719	1	NA	NA	NA	NA	0.04	NA	0.173077	0.0180551	0.869565	0.0450831	0.037	NA	141	104	14.6291652	658	9.4829	48	7.84791	175	10.1617	0.049925638	5	72121	NA	NA	3332.8913	1	0.139342904	1	0	7.306095484	NA	2	NA	0.992	0.996909521	3.425898	0.51388	0.43304	0.56926	0.51753	0.52291	0.39373	0.219	0.92691	0.14033	0.824	0.52588	probable
ARMS2	NA	NA	NA	NA	17	0.3004	539.39794	0.278835	0.281622	0.042907	0.360988	0.293668	0.358184	0.249141	0.114393	0.162509	0.0957769	0	0	0.176221	0.160892	0.138086	0.176564	0.0896857	0.101089	0.146276	0.101353	0.187863	0.155744	0	0.365354	0.305027	0.393524	0.130283	0.37315	0.0864945	0.371597	0.387028	0.039397	0.0912782	0.123817	0.150173	0.153082	0.104172	0.227021	0	0.18379	1.33247	0.0458883	0.901954	0.24846	0.293314	0.260112	0.0941333	0.0487527	0.0924238	7.10049	0.142803	0.542322	0.226358	0	0.09447	0.587515816	0	0	0	0.587515816	NA	NA	NA	NA	NA	0.72	164	NA	NA	NA	NA	NA	NA	4	3	1.99024055	103	4.13918	40	8.08771	41	7.45054	0.039182646	NA	2699	NA	NA	2588.6288	NA	0.146139458	0	0	NA	0.010447	4.25	NA	NA	NA	0.422061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
ARVCF	0.057	0.449	0	NA	516	-0.5586	24.04575749	11.5226	7.28563	8.24624	56.6668	35.0222	45.7703	11.4327	12.3718	14.5858	10.1508	164.995	162.38	17.4272	15.9194	9.70337	18.1351	11.6202	7.79071	9.60923	7.84724	14.715	1.42731	0.796268	14.238	19.7326	18.9115	9.91125	17.091	3.80561	18.2401	13.7899	10.2855	8.90774	12.5871	20.5796	10.3198	17.4372	16.569	7.93263	59.1928	15.1787	6.13155	36.2916	22.2141	12.3727	15.0158	6.17977	40.067	11.306	19.8891	59.7599	18.747	10.0744	1.07352	0.010474	0.919866211	0.919866211	0	0	0.503998484	2	5	3	NA	NA	-0.05	NA	0	0	0	0.00603144	0.005	12	108	864	5.85157295	430	10.6463	217	12.5204	286	12.2142	8.21839E-07	46	46912	NA	NA	2305.0631	1	0.713784814	0	0	NA	NA	NA	NA	0.998	0.998153455	3.865584	0.79779	0.74766	0.87016	0.84458	0.84543	0.80997	0.788	0.98432	0.97449	0.748	0.55644	probable
AS3MT	0.049	0.317	0.002	NA	229	0.327	37.69897	5.63045	5.68798	411.564	8.48017	10.3947	8.2718	5.81931	7.14896	7.36525	10.1908	26.3761	21.1952	7.16527	8.73815	5.93966	10.3111	10.213	8.23562	6.38991	8.17582	7.5135	6.63502	2.02104	16.9003	18.228	11.3362	4.70745	13.8422	3.59677	13.376	13.8663	18.9868	18.5777	9.71495	10.5762	25.1198	7.14118	7.49122	5.99023	10.527	17.964	6.58825	12.5933	14.7208	7.05728	7.16636	4.91894	28.6465	4.988	15.6409	16.7946	16.1138	9.89279	0.920266	0.081008	0.500024238	0	0	0	0.500024238	1	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	1	15	2	0	21	3.53689	16	7.36712	NA	NA	5.09138E-07	3	32383	NA	NA	162.29015	1	0.300877631	0	0	NA	NA	NA	NA	0.005	0.846622388	1.281285	0.08511	0.44625	0.69829	0.09467	0.1965	0.06538	0.089	0.15985	0.34471	0.531	0.22882	probable
ATP2B1	NA	NA	NA	NA	53	-0.4331	169.5228787	15.4971	16.678	5.07738	9.38069	11.1345	12.7641	15.4388	17.9042	35.1048	66.5691	77.5748	52.2035	46.5931	77.6388	24.5414	15.2741	57.5083	47.9911	8.07531	6.58644	12.3995	99.379	38.9581	16.3278	16.0429	13.3031	14.4622	11.0685	7.4154	10.3903	13.6358	4.43631	2.48005	4.67109	7.1283	4.65923	19.4058	8.43137	10.2796	13.9494	14.7609	4.97518	16.7378	11.4604	17.4712	14.2033	18.4147	18.8864	8.97071	17.3962	13.9612	16.5825	16.641	7.16286	0.0089064	0.50220794	0	0	0	0.50220794	NA	NA	NA	NA	NA	-1.02	125	NA	NA	NA	NA	NA	7	24	9	11.67800063	69	4.39689	16	21.6531	15	11.7638	0.999997542	3	121249	NA	NA	35.43011	NA	0.767620981	1	0	NA	NA	1.75	0.764632601	NA	NA	2.059308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
ATP5L2	NA	NA	NA	NA	256	-0.3397	NA	0.0590174	0.0575902	0.0749394	0.0535415	0.0618426	0.0455978	0.0916898	0	0	0.0232562	0.0727509	0.0915623	0	0.0352642	0	0.0276107	0	0.023277	0	0	0.0624761	0.0670155	0.0855784	0.0659638	0	0.0556091	0.0566536	0.0516272	0.0389961	0.0475876	0	0.068652	0.0627846	0.0441233	0	0.0123188	0.0625119	0.0435507	0.0373851	0.0563144	0.0950038	0	0.0714729	0.0545882	0.156877	0.131552	0.0770212	0.0554715	0.0602639	0.104658	0.0581229	0.0225704	0.0649519	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	9	9.26248	5	8.58205	6	6.90651	0.166948561	2	798	NA	NA	7.94254	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
BCL2	NA	NA	NA	NA	34	0.3715	93	10.6297	7.9994	0.591067	8.19047	8.69271	7.34838	6.45023	4.23468	3.91936	4.16492	1.83973	2.2334	3.69599	3.81397	2.76273	3.98165	4.51958	3.19842	3.98752	4.59219	11.2693	1.01728	49.6889	17.9193	15.2325	6.6945	5.07225	7.90556	2.09939	8.08586	12.8761	1.97808	1.36133	2.66198	3.91002	0.454302	4.65543	3.52701	4.07969	23.7593	15.5264	0.742908	5.81123	7.71484	5.19389	5.15574	7.53739	11.3093	1.61707	2.21285	21.3284	17.4713	10.2074	1.82958	0.0052341	0.569728523	0	0.358930757	0	0.569728523	2	5	3	NA	NA	-0.19	NA	0.0118577	0.00164366	0.378125	0.0516555	0.043	3	179	6870	12.5785497	370	8.03366	113	13.2794	117	11.1805	0.337855764	0	196782	NA	NA	463.55581	1	0.79961127	0	0	NA	NA	3	NA	NA	NA	2.281552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
BDNF	NA	NA	NA	NA	14	0.2663	16.52287875	0.145097	0.324943	0.146828	2.65236	0.659481	2.25069	1.40505	0.931821	1.43322	0.055012	5.84741	3.52209	1.0797	1.954	1.46588	1.40474	0.0634691	0.043135	0.236083	0.368938	0.213075	2.01478	0.0564419	0.168781	0.351982	0.271805	0.172556	0.0920466	0.394834	0.0845321	0.235617	0.0856405	0.872946	0.101613	0.386775	0.0434151	1.17176	0.16486	0.0511744	0.270611	0.452277	0.0558073	1.20793	1.27155	0.493183	0.560046	0.11513	0.125046	0.156758	0.793846	0.589497	0.178633	0.606927	0.00476276	0.039045	0	0	0	0	0	2	5	3	NA	NA	0.44	181	0	0.0018797	0	0.0146216	0.012	5	24	24	9.78859286	115	8.18608	44	10.7597	19	7.99194	0.946719308	2	67165	NA	NA	2261.17843	1	0.7969836	1	0	NA	NA	1	NA	NA	NA	1.982205	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.212	NA	probable
C1orf192	NA	NA	NA	NA	49	-0.1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	2	4	NA	19	9.46396	NA	NA	19	9.82008	4.99768E-06	NA	3143	NA	NA	NA	NA	0.17792584	0	0	NA	NA	NA	NA	NA	NA	0.462066	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.335	NA	least likely
C21orf90	NA	NA	NA	NA	202	0.5132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8736	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.418	NA	least likely
C6orf123	NA	NA	NA	NA	241	-0.3624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13	2	NA	10	9.03825	5	5.01551	NA	NA	NA	NA	12322	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.296601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
CA7	NA	NA	NA	NA	528	0.3445	NA	0.0191614	0.0416517	0.0314759	0.0504809	0.062924	0.0249501	0.0299426	3.15717	6.60777	9.07741	3.19848	7.94443	10.8575	11.1976	6.42686	0.44554	6.67265	7.50295	0.222954	0.334747	0.0223636	0.0248146	0	0	0.0496611	0.188106	32.955	0.0229134	0	0.0181018	0.0593618	0.0275618	0	0.0376693	0.0415247	0	0.0299023	0.0508212	0.0264917	0.0671924	0.103576	0.0279515	0.149415	0.0727083	0	0	5.13712	0.0210418	0.0157684	1.35608	0.149614	0.111868	0.0298861	0.0156129	NA	0.500062057	0	0	0	0.500062057	1	NA	NA	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	NA	7	NA	0	15	9.43683	7	4.53143	NA	NA	0.775375974	2	9774	NA	NA	5.07717	1	0.836621523	1	1	NA	NA	NA	NA	NA	NA	0.872109	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.743	NA	probable
CACNA1C	0.237	0.371	0	NA	22	1.2559	10.52287875	3.90819	3.03199	0.91873	23.0314	26.3302	23.2078	16.5567	2.27168	3.5242	2.55348	6.98406	7.96737	6.15416	5.60616	1.82563	2.94056	3.30342	2.13064	1.11412	1.34552	2.89983	5.71098	0.0310554	8.32418	10.5729	44.4513	10.8344	19.1624	1.67204	24.9014	6.48269	11.0358	10.652	1.1799	2.70827	0.202653	7.05657	1.20866	0.505665	2.75645	1.90519	0.447694	8.29414	9.49919	1.06812	1.71185	2.50428	4.35301	2.14296	4.61596	1.96658	33.6386	4.68666	0.0249337	0.044483	0.514277278	0	0.499434067	0	0.514277278	3	NA	NA	NA	NA	-2.09	NA	NA	NA	NA	NA	NA	5	681	1926	6.87689431	599	8.68547	240	9.96827	121	13.33	0.999998433	26	722156	NA	NA	257.23512	1	0.693781972	1	0	NA	NA	3	0.397004214	1	0.998332411	4.197921	0.86716	0.74766	0.979	0.98859	0.9959	0.86684	0.958	0.97972	0.37627	0.191	0.67838	most likely
CACNA1D	0.312	NA	NA	NA	662	0.5555	19.39794001	0.0625685	0.110138	8.35908	0.0931234	0.0954007	0.0504717	0.416834	0.91449	1.54052	1.20314	5.35367	6.16765	2.8613	2.45464	0.997945	1.52773	1.99088	0.865526	0.962374	0.921234	1.08011	0.0175695	0.730862	1.91078	4.5315	0.941293	1.2028	0.289935	0.284167	0.215153	4.79846	0.547019	0.0387712	1.40566	0.988662	0.917359	8.74015	0.736759	0.0234157	2.90134	0.589407	0.960596	11.1441	2.96836	0.51385	0.707415	2.04151	2.75374	0.449585	3.00258	4.21635	0.568029	0.190808	0.0988922	0.032749	0.900502883	0.900502883	0.49080455	0	0.514164793	3	NA	NA	NA	NA	-3.51	NA	0	0.000626566	0	0.00494065	0.004	2	232	69	3.74177141	34	4.48029	NA	NA	NA	NA	1	26	319077	NA	NA	728.73949	1	0.693386316	1	1	NA	NA	NA	0.528612464	1	0.997137681	5.631348	0.89286	0.74766	0.93915	0.99037	0.99499	0.91563	0.945	0.9972	0.28877	0.927	0.9274	most likely
