Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
DPEP1	NA	NA	NA	NA	672	-0.7297	300	0.466378	0.298267	1.91296	0.136163	0.364391	0.107398	0.305901	0.0592308	0.055198	0.0774581	0.0568801	0.100898	0.0849058	0.0468438	0.184471	0.290684	0.0507409	0.0486434	0.115268	0.0575483	0.762313	0.722234	0.0657459	3.83008	1.17032	0.0979688	0.880299	0.116553	0.244941	0.10682	1.42652	0.153521	0.0213491	145.626	33.4813	0.191411	1.04319	0.853388	0.0265513	0.677729	1.92508	169.807	0.582014	0.536636	0.566025	0.892276	229.854	4.43779	1.22354	110.288	1.0724	0.524981	0.913492	0.05106	-6.643856	-0.666795	-1.713298	-6.643856	-1.328624	1.392726	-1.30974	3.226119	1.074157	-6.643856	-0.75615	0.943332	-1.821846	-6.643856	-1.483414	1.44946	-1.236494	-1.860065	1.008785	0.689471	0.441403	-1.468188	1.204071	1.060052	1.948733	-0.557077	3.18747	-0.863677	NA	-0.69558	0.497375	-0.668819	1.063636	NA	-0.841774	1.025626	-0.226805	2.504432	-1.096725	-6.643856	2.454666	0.796623	0.80003	0.846546	-0.512799	-0.823686	-2.397365	-1.455537	0.464649	0.23784	0.503287573	0	0	0	0.503287573	2	5	3	NA	NA	-0.77	NA	0.018018	0.0116845	0.493213	0.0120188	0.023	8.91291128	1.77023	10.7442	8.31639	0.000136492958599163	58	25123	NA	NA	499.50349	1	0.146139458	0	0	4.21758895986899	5.2836	NA	NA	0.06	0.04	0.857	2.607072	0.987601434195127	0.115253089441517	5.53	5.53	0.99999999998872	0.010401	0.0929	-1.0372	2.75	0.249798	-2.73	0.526	0.171	1.85	0.95446	0.646311	0.59248	NA	NA	5.20948	6.06849	6.04639	7	1.63345	probable
DSP	0.593	0.958	0.953	NA	2	-0.1857	29.5228787452803	3.59687	7.62382	16.141	1.38994	3.12093	4.61089	3.92949	1.2795	0.599888	0.909328	0.659585	0.972988	1.16534	0.791058	1.12252	0.836765	1.09681	0.860107	1.57016	1.02192	29.9802	9.61245	0.295742	5.14708	4.70859	2.85678	32.1644	2.63031	647.419	2.44316	9.40431	47.0164	52.8373	14.038	17.8792	21.3464	9.07813	87.6854	0.464807	3.89416	3.25121	44.8897	14.7673	34.224	1155.32	1294.44	29.8524	4.59204	35.5722	3.21316	56.6186	3.59491	416.95	0.289415	-0.875354	0.316039	-0.337427	-1.696614	0.809587	-0.521589	3.410392	-0.559994	-0.42103	1.539978	0.440294	0.478139	-6.643856	1.480053	1.948072	-0.530704	-1.335074	3.37708	-6.643856	-0.313727	-0.321349	1.207982	-0.206697	-0.75659	-0.52166	0.012167	-0.361885	-0.197921	0.11309	1.467815	-0.113983	-1.197059	-0.298789	0.454158	0.606835	0.475594	0.124528	1.016221	0.352163	-0.053586	-0.060666	-2.796909	1.056264	-0.283573	0.334087	-0.094157	0.524352	-1.101819	0.696312	NA	0.528793336	0	0.528793336	0	0.512730786	3	NA	NA	NA	NA	-2.23	NA	NA	NA	NA	NA	NA	12.88289324	10.1219	7.78154	10.29629	0.999901542789998	3	45142	NA	NA	4755.60752	NA	0.747131348	0	0	NA	NA	NA	NA	1	1	0.077	3.11777	0.992580508641187	0.302737277519776	5.85	5.62	0.99999989317969	0.028534	0.2011	-0.6381	1.5	0.420722	-0.91	0.41	0.435	-0.46	0.96745	0.706548	0.85714	FALSE	NA	3.61842	14.4706	1.71215	7	3.80008	most likely
DUSP1	0.224	0.353	0.167	NA	192	-0.3435	12.698970004336	1243.2	1446.69	246.629	1984.27	1165.1	1804.53	780.19	56.2714	53.09	69.8608	88.2193	105.478	83.4637	65.0146	73.0582	86.9647	51.9881	61.5061	185.416	85.5637	998.758	276.693	8.24415	700.002	415.454	417.544	266.072	598.364	426.886	479.67	922.405	314.747	122.691	249.783	334.694	422.046	1325.71	429.555	168.692	1093.79	914.725	89.0208	564.847	825.28	1463.66	1134.53	194.546	467.519	249.786	135.061	836.234	520.708	1052.6	884.653	0.602461	0.735292	-0.930247	-0.308437	0.529133	-0.240011	1.593939	-6.643856	-0.79043	3.129894	1.105798	-3.749093	0.18861	-1.407445	-0.378423	-0.651049	-4.879331	0.750934	-1.558254	0.875719	-0.380475	-0.652945	0.671661	0.858855	-1.880894	0.313017	0.426744	1.268157	-0.311421	0.836335	1.903952	-0.78269	-2.177305	0.242415	0.148518	-0.739352	-6.643856	-0.402815	0.552188	0.433327	0.456631	-3.582136	1.109835	0.908838	-1.397957	0.427942	-1.408732	1.786908	0.21896	0.0050453	0.913254607	0	0.913254607	0	0.504102662	3	NA	NA	NA	NA	NA	NA	0.5	0.442525	0.868421	0.249566	0.281	1.86907763	13.7423	41.6385	54.239	0.0205002018825111	0	3105	NA	NA	218.27707	1	0.848568261	1	1	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55528	69.3037	1.40892	14	9.38143	most likely
EDN1	NA	NA	NA	NA	765	0.638	27	64.4625	21.4308	2.28856	9.30044	20.1274	18.4456	8.16392	7.06498	6.65735	9.19616	5.84469	6.20693	7.78189	7.42269	7.34181	5.7765	6.28418	10.0621	7.52479	8.39674	37.2885	2.44735	10.8395	10.4796	15.312	12.8284	13.9468	15.6197	5.74405	16.6301	17.5142	5.8782	3.40171	7.74968	8.77697	1.52907	50.6998	16.8669	4.51796	41.1351	3.66693	4.35487	2.08775	9.47247	18.681	18.2724	13.8654	16.4839	12.4236	7.74557	5.57772	13.3258	10.0732	0.580975	0.307537	-2.005518	-2.464022	-0.603846	-2.067062	0.288324	0.767507	0.83232	-0.551069	-1.431435	-0.953853	-6.643856	0.76774	-1.19023	1.698061	-6.643856	1.438662	0.503704	1.24819	0.364163	0.48372	1.124669	0.86679	1.677239	0.392863	0.37863	1.267222	0.791223	-0.396392	2.387462	1.438085	-1.772605	-4.603372	-1.076894	1.236038	1.683997	-0.338495	0.505017	0.574822	-0.298273	-1.37126	1.757834	-0.239508	-1.197449	0.54222	0.207592	2.638744	-0.853628	-0.942715	0.01443	0.887688063	0	0.887688063	0	0.514289928	3	NA	NA	NA	NA	-0.21	30	0	0.0379073	0	0.0048793	0.01	6.87802251	10.4073	82.2796	38.338	0.0810200671130622	2	6831	NA	NA	747.20557	1	0.449802697	1	0	NA	NA	0.75	NA	NA	NA	0.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25445	81.9003	1.35793	49	4.55151	most likely
EDNRA	NA	NA	NA	NA	94	0.2822	48.698970004336	19.251	11.8268	3.43355	16.6484	34.5831	38.318	23.9744	1.21917	1.38223	1.63123	0.694641	0.783454	1.38668	1.4894	1.38417	1.7424	0.956264	1.65496	1.62523	2.29273	14.428	5.60748	0.108652	89.6767	82.2139	4.90931	2.71072	8.58446	4.47396	4.58462	43.6706	19.5755	6.15045	2.69036	6.51635	1.03118	31.115	9.72749	1.94008	18.8777	50.3984	0.637837	4.52835	30.3687	6.60128	7.56075	2.94414	8.08348	3.91945	6.46399	14.7425	55.6348	43.4426	0.0173223	-0.68119	-0.247277	-0.455824	0.219722	0.344918	-0.408011	0.798312	-0.748222	0.879012	1.642628	-0.306446	-0.391565	-1.863382	-1.34069	2.537991	-1.071216	-1.051337	-2.259522	-0.613258	0.238272	-0.412479	1.386812	-0.477281	0.250259	1.705705	0.41655	-0.434881	0.324032	-0.444316	-0.906416	0.502559	0.170776	0.766732	-0.420433	-0.101558	-0.572743	0.61364	-0.265829	-1.072096	0.385649	0.280825	-0.28978	0.476238	-0.20623	0.325016	-0.153056	-1.23766	-6.643856	NA	0.012106	0	0	0	0	0	3	NA	NA	NA	NA	-0.38	134	0	0.0100503	0.0909091	0.0147939	0.013	1.74820254	8.14156	9.0566	5.07569	0.986016088385212	0	64037	NA	NA	6.56136	1	0.800036311	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76751	NA	1.50823	NA	NA	most likely
EIF2AK4	0.088	0.43	0	NA	19	0.498	49.698970004336	15.947	13.8154	8.20583	12.6821	14.6823	12.0216	15.2626	5.00632	6.13874	6.81633	11.6443	11.0413	7.86266	7.90393	4.85586	6.41355	7.62576	5.1374	5.55855	5.14343	14.0008	48.685	23.7412	15.8135	16.4839	11.6268	9.30926	10.5969	8.79762	10.6618	14.9379	6.18631	4.48349	5.37407	5.86532	5.06819	12.7629	10.9969	7.60684	17.1514	15.7627	4.03526	21.8142	13.2896	8.40716	8.76446	8.42307	9.12214	7.46923	7.05866	15.9589	16.6157	11.9935	1.9664	0.178046	0.221138	0.218874	-0.250074	-0.258667	0.197528	0.227107	0.180802	0.142165	0.100826	0.099726	0.160309	-0.351583	0.125305	0.183997	0.19721	-1.117257	0.214979	0.215702	0.185824	0.147267	0.142169	0.18444	0.206156	0.183898	0.223201	0.209584	0.219992	0.247924	-0.226692	0.280559	0.144464	0.230895	0.219304	0.140994	0.160517	0.290686	0.200568	0.183121	0.165714	0.203035	0.211346	0.234919	0.238806	0.099582	0.223138	-0.159589	-0.195028	-0.192969	0.034509	0.615881762	0.615881762	0	0	0	NA	NA	NA	NA	NA	-0.72	NA	NA	NA	NA	NA	NA	1.98608503	6.46206	16.8884	9.30284	8.32742943473465e-10	3	101450	NA	NA	2847.71785	1	0.708682775	1	0	NA	NA	0	0.920901101	0.54	0.998	0.866	2.736122	0.996621907880637	0.0312343654970885	5.91	4.58	0.999999972816909	0.014437	0.0856	-1.0068	2.005	0.188188	-0.42	0.463	0.22	2.46	0.98664	0.77792	0.38718	TRUE	NA	NA	16.6886	1.80563	330	1.91856	possible
EPB41	NA	NA	NA	NA	14	-0.7151	25.397940008672	8.62822	8.85933	8.83226	6.73978	5.94936	5.09653	9.64978	1.15878	1.59431	6.29763	91.482	83.2708	3.24223	3.21658	0.867253	2.83635	4.96411	5.87412	2.21317	2.16002	9.71398	1.45197	11.9262	11.0301	11.1557	8.96762	9.84272	5.41044	12.3024	5.69421	7.24064	4.39174	3.32285	5.75531	8.17767	9.39784	13.5252	10.61	6.72923	3.84101	13.7088	6.59377	8.65442	10.5913	14.9064	14.6653	15.9887	14.975	11.0993	10.3093	12.539	13.5018	10.8257	18.4447	0.129219	0.11898	-0.348482	-0.111936	0.611386	-0.560045	-1.127868	1.033123	0.239568	0.27496	0.260381	-0.226652	-2.489333	0.364576	-2.337922	0.183307	0.268483	0.312253	-1.286	-0.231002	0.339823	1.526163	0.290925	0.307767	-0.295868	-0.052658	-0.302841	0.226314	0.443733	0.377644	-0.597009	-0.204635	1.324225	-0.245395	-0.104506	0.345293	0.106594	-0.113515	0.61785	-0.039086	-0.080109	0.196154	-0.297171	-0.096618	-0.119858	0.117405	0.39026	-1.652986	0.225627	0.0003452	0.500129977	0	0	0	0.500129977	2	3	2	NA	NA	-0.6	NA	0.0292398	0.00463423	0.43038	0.026062	0.027	10.79296239	9.63588	10.1666	6.95762	0.0621098709716946	2	232950	NA	NA	250.99535	1	0.743839204	0	0	30.6843684735137	NA	3.25	NA	0.87	1	0.0367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77957	FALSE	NA	6.03234	8.0049	1.72246	160	1.61707	probable
ERAP1	0.243	0.539	0	NA	4	-0.2812	375	22.9332	20.5086	10.4965	14.8647	16.4023	14.5781	14.9661	2.85347	3.1568	3.74938	5.24066	4.62612	3.38137	4.05501	2.96682	3.78883	3.62412	2.73906	7.64674	3.35125	18.5997	23.3174	48.5588	18.7542	20.2331	16.2547	18.4525	13.276	10.312	13.2532	22.2329	8.52261	5.47579	6.36756	10.4601	6.21866	22.0545	12.7549	10.9966	17.1168	19.8139	6.36119	11.5408	14.6073	15.912	15.3633	26.7808	18.6069	12.1429	7.54731	14.2186	21.2471	17.0915	7.01943	-0.468585	-0.533705	-0.474569	-0.276763	-0.404226	-0.312138	-0.558274	-0.474731	-0.617894	-0.749891	-0.314025	-0.543527	-0.336621	-0.580176	-0.524915	-0.46242	-0.533765	-0.81882	-0.597912	-0.442863	-0.686668	-0.568689	-0.326114	-0.491042	-0.283347	-0.437413	-0.305896	-0.387214	-0.477876	-0.43835	-0.600377	-0.489325	-0.37469	-0.638008	-0.327417	-0.249981	-0.568961	-0.281181	0.349512	-0.571538	-0.485138	-0.487881	-0.482605	-0.475709	-0.322275	-0.376668	-0.385286	-0.314218	-0.66171	0.00034751	0.504245075	0	0	0	0.504245075	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	9.82593735	10.0347	19.9777	8.77809	9.99009541070118e-18	6	47282	NA	NA	6533.99861	NA	0.167412758	1	2	0.256505292994757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	9.35863	1.70108	248	2.02427	possible
ERVV-1	NA	NA	NA	NA	234	0.5378	NA	0	0.0182105	0	0	0	0	0.0862778	0	0.0142876	0	1.4449	1.48565	0.0329114	0.0294568	0	0	0	0	0	0	0	0	0	0.0863251	0.064133	0.0297854	0	0	0	0	0	0	0.0293089	0	0.554014	0	0	0.0340596	0.0316847	0	0	0	0	0.254503	0	0	0.0204475	0	0	0.100667	0.04218	0	0.389048	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.883757	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03695	NA	NA	NA	NA	NA	1.036993	1.364239	NA	-6.096716	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	2201	NA	NA	741.13732	NA	NA	0	0	NA	NA	NA	NA	0.97	0.621	NA	1.084888	0.55809019868122	NA	0.235	0.235	4.87272065969077	0.011143	NA	NA	1.245	0.017019	NA	NA	NA	2.27	0.00336	0.487112	NA	NA	NA	NA	NA	NA	NA	NA	least likely
ESR1	0.082	NA	NA	NA	257	-0.4592	345.52287874528	2.0679	1.57471	1.06957	2.719	2.52086	2.77405	1.9739	0.118863	0.118781	0.147093	0.883599	1.33377	0.220201	0.149656	0.120349	0.415845	0.198437	0.0901297	0.210326	0.114166	5.76179	0.322275	0.112573	48.6505	88.8666	0.521786	0.357631	0.879261	0.309111	0.686675	43.2436	0.715569	0.305118	0.775318	0.764026	3.52714	1.80915	0.563924	0.598896	2.13021	7.71652	0.236908	5.81573	5.07228	0.842961	0.728544	0.538486	1.35313	0.310869	2.73794	2.55133	60.7347	45.5687	0.109503	-0.533723	-0.155346	0.251433	0.349049	-0.253602	0.411872	-1.065487	4.652547	0.292245	0.325461	0.203167	-0.624248	-0.334975	0.505561	-0.555218	-6.643856	0.752637	0.5019	-0.360936	-0.398971	-0.3388	0.516555	0.247554	-0.734207	-0.44028	0.784395	0.159053	0.41668	-0.736965	1.762684	1.022044	-0.275238	-6.643856	0.334795	-0.140537	1.850869	-0.92145	-1.196327	-0.395369	0.291585	0.46938	-0.336622	-0.290539	-0.968313	0.188398	-0.217613	-3.248917	0.666348	-0.259359	0.0044301	0.514240382	0	0.514240382	0	0.505098572	2	2	3	NA	NA	0.24	NA	0	0.000944287	0.538462	0.00463082	0.004	11.79347495	7.2382	6.65406	8.46886	0.987167021325736	NA	472928	NA	NA	148.46269	1	0.762403488	1	0	6.44840546663921	NA	2	NA	0.49	0.242	0.00317	0.331024	0.911384255927461	-0.689330254425756	4.82	1.07	0.899716844033886	0.005188	0.0108	-0.9485	NA	0.272868	NA	NA	0.004	NA	0.17311	0.554377	0.98675	NA	NA	2.27579	13.2545	1.2383	109	1.50423	probable
ESRRG	NA	NA	NA	NA	108	0.1941	72	0.0581536	0.0564757	2.4038	0.018543	0.107034	0.00931487	0.353347	0.776255	1.3789	0.887295	3.93163	3.3326	1.24	2.50534	0.639502	0.835005	0.984736	0.694803	0.777901	0.964662	0.351884	0.0155826	0.00470666	0.0645368	0.0876547	0.221615	0.151681	0.383625	0.0849228	1.15323	0.15137	2.52412	2.46466	3.65147	5.07646	0.0645291	0.151115	0.438569	1.40568	0.520387	0.0928387	1.02609	1.47278	1.18161	0.505311	0.676682	0.638984	0.364405	10.202	0.453519	2.06649	0.0433866	0.186633	0	-6.643856	1.661833	2.201756	NA	0.858889	NA	0.923679	-0.19661	-0.76207	-0.592661	-0.399385	0.407776	0.75294	0.208546	-0.920059	-1.657167	-0.511168	1.257377	0.937059	-2.965094	NA	NA	-6.643856	0.824736	0.449918	-1.107529	-0.274776	-0.483933	0.373548	0.353557	-1.844564	1.142315	1.655222	-0.546541	0.300158	0.815399	0.296955	1.041336	0.415169	-0.351935	-0.807433	-6.643856	0.62418	1.203227	-0.381363	-0.240072	NA	-0.796405	NA	0.0030895	0.513919247	0	0.513919247	0	0.50302095	2	2	3	NA	NA	-0.56	NA	0	0.00438871	0	0.0019905	0.002	0	3.15805	7.65095	8.6179	0.93661120997453	2	634509	NA	NA	15.97048	NA	0.824708164	0	0	NA	NA	NA	NA	NA	NA	0.0338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8205	14.0103	NA	NA	NA	probable
F2	NA	NA	NA	NA	108	0.4863	59	0.0436227	0.0422147	0.0388778	0.183414	0.263856	0.562878	0.230383	0.0608626	0.0691144	0.159036	1.70038	1.63811	0.109794	0.102271	0.0663203	0.177328	0.20262	0.122202	0.101464	0.0501632	0.0439019	0.0314615	0.0281983	0.177761	0.0936022	0.423355	0.178708	0.218913	0.0599814	0.217152	0.11964	0.0563038	0.060409	0.0734022	0.0408405	599.629	0.0535151	0.037074	0.0302997	0.0620192	0.187456	0.0319912	0.161261	0.162424	0.0260605	0.0214131	0.0909285	0.0899843	0.358731	1.38948	0.0547054	0.144416	0.100601	0.0727988	-0.809654	-2.791149	2.420658	-0.546076	-0.952449	-0.730568	-0.874466	-5.042806	-1.168736	-0.570119	-0.644199	1.709162	-0.843304	-0.987408	-1.359306	-0.674461	-0.985166	-6.643856	1.330424	0.523809	NA	NA	-1.730784	-0.69071	-0.453244	2.061922	-0.751592	-0.595515	1.870776	5.023586	-0.343143	0.932243	NA	NA	1.139244	1.410892	NA	0.58033	-0.969757	NA	NA	-6.643856	0.991149	1.232772	-0.412163	-3.383078	2.913163	1.293725	-0.466363	0.014188	0.516528718	0	0.494209116	0	0.516528718	NA	NA	NA	NA	NA	-0.71	235	NA	NA	NA	NA	NA	7.86340488	9.86123	NA	14.6583	0.959943187768661	211	20326	NA	NA	1350.01732	1	0.634786546	1	0	NA	NA	3.5	NA	0.01	0.995	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8938	NA	NA	NA	NA	NA	NA	NA	probable
FBN1	NA	NA	NA	NA	786	0.3217	36.0969100130081	54.3339	41.6067	9.24685	63.0647	63.8421	35.601	18.8092	1.33034	1.41741	2.27845	0.557386	0.796163	2.90478	2.31655	1.82732	2.35296	2.15185	1.88482	3.98161	2.48377	25.2611	295.886	4.42705	30.1724	32.5481	17.6075	12.4771	48.0115	7.59384	45.8364	39.553	26.6254	7.21901	1.78984	3.10096	1.01714	27.9633	9.51779	3.29719	41.4028	46.9551	1.60825	5.39003	13.0372	9.35231	12.9379	13.9771	9.56356	6.88864	11.0507	31.3557	25.7939	25.5692	0.19229	-0.202897	-0.480306	0.480438	-0.499503	-0.177215	-0.266143	1.922555	0.179344	0.28676	0.829657	-0.665776	0.370824	-1.113092	-0.46126	0.646536	-0.121982	0.183383	0.192436	-0.728969	-0.24725	-0.285304	0.507489	0.269964	0.312818	0.160237	0.34597	0.394134	0.4058	-0.707709	-6.643856	0.950678	-0.436874	-0.777732	0.666582	-0.10761	0.136216	-0.429665	-0.217904	-0.58544	0.245174	0.361072	0.296904	-0.464174	0.474445	0.136208	-0.16567	1.570623	2.061068	-1.515398	0.009297	0.957427108	0.957427108	0.475599242	0	0.521350594	NA	NA	NA	NA	NA	-2.81	NA	0.459459	0.0126582	0.656109	0.00931123	0.028	6.45844108	9.56744	6.29388	11.0089	1	9	237543	NA	NA	915.46367	1	0.836875796	1	0	NA	NA	NA	0.689247575	NA	NA	0.00289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66742	NA	NA	NA	10.0802	1.57241	253	1.91474	possible
FES	NA	NA	NA	NA	71	-0.5613	59	36.1978	42.3251	9.04845	21.4817	27.5878	16.9018	24.1263	3.25868	3.0817	4.65422	2.42732	3.296	6.68529	5.40539	3.12201	3.65211	4.28964	4.04882	5.89766	4.55736	30.1112	10.6241	8.62371	40.696	36.9013	18.1991	13.1205	18.8318	6.25238	16.9329	32.0732	10.6607	7.7032	8.08925	18.7351	14.0175	50.9718	15.9373	3.45149	38.6034	24.0066	4.14013	7.79191	30.0687	9.26288	10.9162	16.9119	165.25	8.84169	8.67099	30.8972	35.9202	21.9232	83.6301	-0.138448	-0.263883	-0.247164	-0.27044	-0.294705	-0.200949	-1.128376	-0.76579	0.258488	0.508631	-1.961337	-0.220753	-0.473032	0.259097	-0.865513	-0.934953	-0.438847	-2.807584	0.773848	-0.177697	0.58958	-1.442535	-0.635543	-0.255355	-0.703545	-0.164265	-0.732549	-0.191664	-0.127727	0.640414	0.434316	-0.316895	-0.783811	0.100228	-0.196642	-0.897218	-0.49355	0.140754	-1.049944	-0.272061	-0.223438	-0.222945	-0.182223	-0.27286	-0.77344	-0.454574	-1.219394	0.168858	-0.957747	0.061422	0.465192662	0	0.465192662	0	0	2	5	3	NA	NA	-0.92	NA	NA	NA	NA	NA	NA	6.70564693	10.8685	14.7506	11.9727	2.77390387287312e-05	6	12081	NA	NA	107.00427	1	0.705665529	0	0	NA	NA	NA	NA	0.12	1	0.285	5.24698	0.998804904042242	0.711319087169647	4.71	4.71	0.999999999715739	0.545059	0.8164	0.8415	3.06	0.744206	-2.4	0.842	0.924	2.53	0.99385	0.719381	NA	NA	NA	NA	17.766	1.8147	40	1.2766	probable
